Respondent ID,Collector ID,Start Date,End Date,E-Time-gor,IP Address,group,tmt.group,prod.grp,age,gender,edu,r.prod.rating,r.prod.qual,r.prodrat.trust,r.site.trust,i.prod.desc,i.prod.qual,i.prodrat.trust,i.site.trust,b.prod.desc,b.prod.qual,b.prodrat.trust,b.site.trust,buy.factor,rat.meth,completed, TimeSec ,rat.meth.acc
6544019841,166348841,11/25/2017 18:32,11/25/2017 18:34,12:01:48 AM,73.188.113.252,Tooth.Algo,algo,tooth,2,1,7,4,7,8,7,4,7,8,8,5,8,8,8,1,4,1,108,1
6544086323,166348841,11/25/2017 21:03,11/25/2017 21:05,12:01:50 AM,67.250.106.184,Tooth.Algo,algo,tooth,1,1,3,4,8,10,10,4,8,8,9,5,9,9,8,3,4,1,110,1
6544008445,166348841,11/25/2017 18:07,11/25/2017 18:09,12:02:07 AM,184.58.203.214,Tooth.Algo,algo,tooth,1,1,2,4,8,8,8,4,10,10,10,5,10,10,10,3,2,1,127,0
6543715539,166348841,11/25/2017 9:38,11/25/2017 9:40,12:02:14 AM,173.80.205.242,Tooth.Algo,algo,tooth,3,2,7,4,9,10,5,4,7,5,5,5,5,4,3,3,3,1,134,0
6544016528,166348841,11/25/2017 18:25,11/25/2017 18:28,12:02:26 AM,108.230.124.237,Tooth.Algo,algo,tooth,4,2,3,4,9,9,9,4,9,9,9,5,10,10,10,3,3,1,146,0
6544088143,166348841,11/25/2017 21:08,11/25/2017 21:10,12:02:27 AM,67.84.68.109,Tooth.Algo,algo,tooth,3,1,5,4,8,8,8,4,7,7,8,5,9,9,9,3,4,1,147,1
6544013306,166348841,11/25/2017 18:18,11/25/2017 18:21,12:02:39 AM,99.203.17.29,Tooth.Algo,algo,tooth,2,2,4,4,8,8,8,4,7,7,8,5,8,8,8,4,3,1,159,0
6543699371,166348841,11/25/2017 9:17,11/25/2017 9:19,12:02:40 AM,71.238.126.2,Tooth.Algo,algo,tooth,2,1,5,4,7,5,7,4,6,6,7,5,7,8,6,3,4,1,160,1
6544087690,166348841,11/25/2017 21:07,11/25/2017 21:09,12:02:40 AM,67.82.35.176,Tooth.Algo,algo,tooth,3,1,7,4,8,8,9,4,9,8,8,5,9,9,9,1,4,1,160,1
6544008482,166348841,11/25/2017 18:07,11/25/2017 18:10,12:02:41 AM,97.91.168.2,Tooth.Algo,algo,tooth,3,2,3,4,5,5,5,4,5,5,5,5,5,5,5,3,3,1,161,0
6544085048,166348841,11/25/2017 21:00,11/25/2017 21:03,12:03:06 AM,63.152.121.224,Tooth.Algo,algo,tooth,3,2,5,4,5,5,5,4,5,5,5,5,6,6,6,1,4,1,186,1
6544083854,166348841,11/25/2017 20:57,11/25/2017 21:00,12:03:17 AM,47.42.158.78,Tooth.Algo,algo,tooth,2,1,5,4,7,8,9,4,8,7,7,5,6,5,5,3,4,1,197,1
6544084143,166348841,11/25/2017 20:57,11/25/2017 21:01,12:03:17 AM,24.155.167.50,Tooth.Algo,algo,tooth,1,2,5,4,7,8,5,4,6,8,5,5,9,8,5,3,2,1,197,0
6544017832,166348841,11/25/2017 18:28,11/25/2017 18:31,12:03:23 AM,69.255.117.140,Tooth.Algo,algo,tooth,2,2,7,4,8,8,7,4,8,8,7,5,8,8,7,3,4,1,203,1
6544012895,166348841,11/25/2017 18:17,11/25/2017 18:20,12:03:23 AM,50.37.120.55,Tooth.Algo,algo,tooth,2,2,5,4,7,8,5,4,5,5,5,5,10,10,10,2,3,1,203,0
6543988484,166348841,11/25/2017 17:22,11/25/2017 17:25,12:03:33 AM,172.3.149.50,Tooth.Algo,algo,tooth,3,4,4,4,10,10,10,4,10,10,10,5,10,10,10,5,3,1,213,0
6544021277,166348841,11/25/2017 18:36,11/25/2017 18:39,12:03:34 AM,207.89.8.154,Tooth.Algo,algo,tooth,6,2,3,4,7,8,8,4,6,7,7,5,9,10,10,3,4,1,214,1
6544010725,166348841,11/25/2017 18:12,11/25/2017 18:16,12:03:46 AM,170.98.106.254,Tooth.Algo,algo,tooth,2,2,4,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,226,0
6544084299,166348841,11/25/2017 20:58,11/25/2017 21:02,12:03:53 AM,24.159.120.204,Tooth.Algo,algo,tooth,3,2,5,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,233,0
6544022126,166348841,11/25/2017 18:38,11/25/2017 18:42,12:03:55 AM,104.181.18.150,Tooth.Algo,algo,tooth,3,2,5,4,8,7,8,4,9,9,9,5,9,10,9,1,3,1,235,0
6544087295,166348841,11/25/2017 21:05,11/25/2017 21:09,12:04:02 AM,198.22.162.104,Tooth.Algo,algo,tooth,2,1,5,4,10,9,9,4,10,9,9,5,10,10,9,2,3,1,242,0
6544010067,166348841,11/25/2017 18:11,11/25/2017 18:15,12:04:05 AM,73.203.37.114,Tooth.Algo,algo,tooth,4,1,3,4,8,7,7,4,5,5,5,5,7,7,7,3,4,1,245,1
6544017723,166348841,11/25/2017 18:28,11/25/2017 18:32,12:04:11 AM,76.124.34.129,Tooth.Algo,algo,tooth,2,2,7,4,7,7,4,4,7,8,5,5,8,5,5,1,4,1,251,1
6544018841,166348841,11/25/2017 18:30,11/25/2017 18:35,12:04:27 AM,66.161.109.131,Tooth.Algo,algo,tooth,3,2,3,4,8,9,8,4,8,8,8,5,10,10,10,1,4,1,267,1
6544009287,166348841,11/25/2017 18:09,11/25/2017 18:13,12:04:27 AM,24.74.167.113,Tooth.Algo,algo,tooth,4,1,7,4,8,4,4,4,7,7,8,5,7,10,8,3,4,1,267,1
6543701423,166348841,11/25/2017 9:19,11/25/2017 9:24,12:05:00 AM,157.48.10.190,Tooth.Algo,algo,tooth,2,1,2,2,7,5,7,4,7,6,7,5,7,6,6,2,6,1,300,0
6543699171,166348841,11/25/2017 9:17,11/25/2017 9:22,12:05:42 AM,107.77.232.198,Tooth.Algo,algo,tooth,1,2,3,4,8,6,5,4,8,7,4,5,8,9,4,4,2,1,342,0
6544018892,166348841,11/25/2017 18:30,11/25/2017 18:37,12:06:47 AM,172.58.152.81,Tooth.Algo,algo,tooth,3,1,2,4,5,5,7,4,4,5,6,5,6,6,6,3,2,1,407,0
6544089168,166348841,11/25/2017 21:11,11/25/2017 21:18,12:07:36 AM,71.55.149.52,Tooth.Algo,algo,tooth,4,2,6,4,7,7,7,4,8,7,7,5,9,9,8,3,4,1,456,1
6544014939,166348841,11/25/2017 18:22,11/25/2017 18:35,12:13:42 AM,72.24.163.158,Tooth.Algo,algo,tooth,2,2,7,4,5,6,5,4,7,7,6,5,6,6,6,2,3,1,822,0
6544009701,166348841,11/25/2017 18:10,11/25/2017 18:24,12:14:26 AM,107.77.161.3,Tooth.Algo,algo,tooth,3,2,5,4,5,5,5,4,9,8,9,5,5,8,6,1,3,1,866,0
6544009113,166348841,11/25/2017 18:09,11/25/2017 18:10,12:01:30 AM,75.76.15.158,Tooth.Ctl,ctl,tooth,4,2,7,4,9,10,9,4,9,9,9,5,9,9,9,3,2,1,90,1
6544020081,166348841,11/25/2017 18:33,11/25/2017 18:35,12:01:30 AM,97.103.75.77,Tooth.Ctl,ctl,tooth,2,2,5,4,7,7,6,4,8,8,7,5,9,8,7,3,6,1,90,0
6544011513,166348841,11/25/2017 18:14,11/25/2017 18:16,12:01:51 AM,73.27.66.215,Tooth.Ctl,ctl,tooth,2,2,5,4,8,8,9,4,8,8,9,5,9,9,9,3,3,1,111,0
6543987430,166348841,11/25/2017 17:19,11/25/2017 17:21,12:01:51 AM,68.187.228.249,Tooth.Ctl,ctl,tooth,2,2,5,4,7,7,7,4,7,7,7,5,8,8,8,3,3,1,111,0
6543987003,166348841,11/25/2017 17:18,11/25/2017 17:20,12:01:56 AM,74.130.228.211,Tooth.Ctl,ctl,tooth,3,1,5,4,7,7,7,4,7,7,7,5,6,6,5,4,5,1,116,0
6544016325,166348841,11/25/2017 18:25,11/25/2017 18:27,12:02:16 AM,104.231.43.99,Tooth.Ctl,ctl,tooth,3,1,7,4,8,8,8,4,8,8,8,5,8,8,8,3,5,1,136,0
6544008269,166348841,11/25/2017 18:06,11/25/2017 18:09,12:02:18 AM,75.191.150.215,Tooth.Ctl,ctl,tooth,2,2,3,4,8,8,7,4,8,7,7,5,9,8,7,3,5,1,138,0
6543699630,166348841,11/25/2017 9:17,11/25/2017 9:20,12:02:36 AM,100.8.246.7,Tooth.Ctl,ctl,tooth,5,2,5,4,7,7,7,4,7,7,7,5,7,7,7,3,3,1,156,0
6544008519,166348841,11/25/2017 18:07,11/25/2017 18:10,12:02:41 AM,100.8.113.160,Tooth.Ctl,ctl,tooth,2,2,5,4,9,9,9,4,9,9,9,5,10,10,10,2,3,1,161,0
6544089625,166348841,11/25/2017 21:12,11/25/2017 21:15,12:02:47 AM,100.11.115.17,Tooth.Ctl,ctl,tooth,4,2,7,4,9,10,10,4,9,10,10,5,10,10,10,3,2,1,167,1
6544022162,166348841,11/25/2017 18:38,11/25/2017 18:41,12:02:50 AM,73.128.63.26,Tooth.Ctl,ctl,tooth,1,2,2,4,8,9,7,4,6,8,6,5,8,7,7,3,2,1,170,1
6544021005,166348841,11/25/2017 18:35,11/25/2017 18:38,12:02:53 AM,199.193.237.16,Tooth.Ctl,ctl,tooth,6,2,4,4,10,10,10,4,10,10,10,5,10,10,10,1,2,1,173,1
6543987789,166348841,11/25/2017 17:20,11/25/2017 17:23,12:02:54 AM,71.95.144.218,Tooth.Ctl,ctl,tooth,2,1,5,4,9,8,8,4,10,9,9,5,10,9,9,3,3,1,174,0
6543986810,166348841,11/25/2017 17:18,11/25/2017 17:21,12:02:57 AM,199.244.51.91,Tooth.Ctl,ctl,tooth,2,1,7,2,7,9,8,5,8,9,9,2,7,9,7,2,2,1,177,1
6544019455,166348841,11/25/2017 18:31,11/25/2017 18:34,12:02:59 AM,190.202.241.167,Tooth.Ctl,ctl,tooth,3,1,5,4,8,8,8,4,8,8,8,5,9,9,9,3,6,1,179,0
6543707857,166348841,11/25/2017 9:27,11/25/2017 9:30,12:03:02 AM,98.103.138.10,Tooth.Ctl,ctl,tooth,2,1,5,4,8,7,6,4,7,5,5,5,5,5,5,3,2,1,182,1
6544086237,166348841,11/25/2017 21:03,11/25/2017 21:06,12:03:02 AM,70.37.196.212,Tooth.Ctl,ctl,tooth,3,2,4,4,8,8,8,4,8,8,8,5,9,9,8,3,2,1,182,1
6544021534,166348841,11/25/2017 18:36,11/25/2017 18:39,12:03:03 AM,98.251.241.104,Tooth.Ctl,ctl,tooth,4,1,5,4,7,7,8,4,7,7,7,5,8,8,7,1,3,1,183,0
6544013598,166348841,11/25/2017 18:19,11/25/2017 18:22,12:03:05 AM,65.33.207.71,Tooth.Ctl,ctl,tooth,5,2,4,4,7,7,7,4,8,8,8,5,9,9,9,3,3,1,185,0
6544087899,166348841,11/25/2017 21:07,11/25/2017 21:11,12:03:23 AM,98.213.132.225,Tooth.Ctl,ctl,tooth,2,2,5,4,7,7,5,4,5,7,5,5,10,10,7,3,3,1,203,0
6543987126,166348841,11/25/2017 17:19,11/25/2017 17:22,12:03:26 AM,68.102.77.174,Tooth.Ctl,ctl,tooth,3,2,3,4,8,8,8,4,8,8,8,5,9,9,8,2,5,1,206,0
6544008166,166348841,11/25/2017 18:06,11/25/2017 18:10,12:03:36 AM,45.49.203.176,Tooth.Ctl,ctl,tooth,1,1,5,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,216,0
6543987695,166348841,11/25/2017 17:20,11/25/2017 17:23,12:03:40 AM,66.108.93.37,Tooth.Ctl,ctl,tooth,2,2,5,4,8,8,7,4,7,8,7,5,8,8,8,3,2,1,220,1
6544008927,166348841,11/25/2017 18:08,11/25/2017 18:12,12:03:43 AM,70.127.160.219,Tooth.Ctl,ctl,tooth,4,2,7,4,8,9,8,4,6,8,8,5,9,10,10,3,3,1,223,0
6544013693,166348841,11/25/2017 18:19,11/25/2017 18:23,12:03:59 AM,24.140.20.149,Tooth.Ctl,ctl,tooth,6,2,1,4,8,7,8,4,5,5,6,5,7,6,6,3,3,1,239,0
6544010340,166348841,11/25/2017 18:11,11/25/2017 18:15,12:04:06 AM,70.186.198.105,Tooth.Ctl,ctl,tooth,4,2,5,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,246,0
6544018900,166348841,11/25/2017 18:30,11/25/2017 18:34,12:04:07 AM,184.99.135.20,Tooth.Ctl,ctl,tooth,6,1,3,4,8,7,7,4,8,8,8,5,9,9,9,2,3,1,247,0
6544085686,166348841,11/25/2017 21:01,11/25/2017 21:05,12:04:13 AM,68.115.100.65,Tooth.Ctl,ctl,tooth,4,2,7,4,8,8,8,4,8,8,8,5,9,9,9,4,3,1,253,0
6543986894,166348841,11/25/2017 17:18,11/25/2017 17:22,12:04:30 AM,117.194.145.30,Tooth.Ctl,ctl,tooth,2,1,5,3,7,7,6,4,8,7,6,5,8,8,6,2,3,1,270,0
6543987945,166348841,11/25/2017 17:20,11/25/2017 17:25,12:04:39 AM,40.132.14.194,Tooth.Ctl,ctl,tooth,3,2,6,4,7,9,10,4,8,8,8,5,9,9,6,1,3,1,279,0
6543699370,166348841,11/25/2017 9:17,11/25/2017 9:22,12:04:58 AM,69.7.123.106,Tooth.Ctl,ctl,tooth,3,1,3,4,8,6,6,4,7,7,5,5,9,8,6,3,2,1,298,1
6544087023,166348841,11/25/2017 21:05,11/25/2017 21:10,12:05:05 AM,108.199.151.14,Tooth.Ctl,ctl,tooth,4,2,3,4,8,7,7,4,7,5,5,5,9,8,5,3,2,1,305,1
6544008679,166348841,11/25/2017 18:07,11/25/2017 18:13,12:05:16 AM,108.26.39.58,Tooth.Ctl,ctl,tooth,3,2,4,4,9,8,9,4,9,8,9,5,9,9,9,3,6,1,316,0
6544086979,166348841,11/25/2017 21:05,11/25/2017 21:10,12:05:49 AM,184.55.25.38,Tooth.Ctl,ctl,tooth,3,2,5,4,8,7,5,4,7,5,5,5,7,9,5,3,2,1,349,1
6544087200,166348841,11/25/2017 21:05,11/25/2017 21:11,12:05:52 AM,199.244.50.116,Tooth.Ctl,ctl,tooth,2,1,5,4,9,10,9,4,9,10,6,5,8,6,8,3,3,1,352,0
6544086286,166348841,11/25/2017 21:03,11/25/2017 21:10,12:07:18 AM,99.69.108.40,Tooth.Ctl,ctl,tooth,3,2,2,4,9,9,9,4,9,9,9,5,10,10,10,3,6,1,438,0
6544012007,166348841,11/25/2017 18:10,11/25/2017 18:18,12:07:50 AM,14.207.35.93,Tooth.Ctl,ctl,tooth,2,1,3,4,5,5,5,4,5,5,5,5,4,5,5,4,3,1,470,0
6544088896,166348841,11/25/2017 21:10,11/25/2017 21:18,12:08:12 AM,208.104.48.131,Tooth.Ctl,ctl,tooth,3,1,7,4,8,5,5,4,7,7,5,5,9,8,5,4,2,1,492,1
6544028488,166348841,11/25/2017 18:53,11/25/2017 19:03,12:10:20 AM,173.244.48.131,Tooth.Ctl,ctl,tooth,5,1,7,4,9,8,8,4,9,9,9,5,9,9,9,3,3,1,620,0
6544083805,166348841,11/25/2017 20:57,11/25/2017 20:58,12:01:43 AM,64.121.102.112,Tooth.Hum,hum,tooth,2,1,5,4,7,5,6,4,9,7,7,5,4,5,3,4,3,1,103,1
6544084881,166348841,11/25/2017 20:59,11/25/2017 21:01,12:01:58 AM,142.196.83.21,Tooth.Hum,hum,tooth,2,2,7,4,10,9,9,4,9,10,9,5,9,10,10,4,3,1,118,1
6544008829,166348841,11/25/2017 18:08,11/25/2017 18:10,12:02:02 AM,24.208.63.16,Tooth.Hum,hum,tooth,2,2,3,4,8,7,8,4,8,9,8,5,9,9,9,3,3,1,122,1
6544008639,166348841,11/25/2017 18:07,11/25/2017 18:10,12:02:09 AM,75.139.132.213,Tooth.Hum,hum,tooth,1,1,3,4,7,8,8,4,7,8,8,5,9,10,10,3,3,1,129,1
6544008582,166348841,11/25/2017 18:07,11/25/2017 18:09,12:02:09 AM,108.236.216.157,Tooth.Hum,hum,tooth,2,2,5,4,8,8,9,4,9,9,9,5,9,10,10,3,3,1,129,1
6544012036,166348841,11/25/2017 18:15,11/25/2017 18:17,12:02:14 AM,73.189.60.25,Tooth.Hum,hum,tooth,1,4,3,3,5,7,5,4,4,5,4,5,8,8,8,2,6,1,134,0
6544084016,166348841,11/25/2017 20:57,11/25/2017 20:59,12:02:16 AM,208.38.104.175,Tooth.Hum,hum,tooth,3,2,3,4,7,9,8,4,5,7,9,5,8,8,9,3,3,1,136,1
6544009145,166348841,11/25/2017 18:09,11/25/2017 18:11,12:02:21 AM,69.131.2.159,Tooth.Hum,hum,tooth,2,1,5,4,8,10,8,4,9,8,10,5,6,7,8,4,3,1,141,1
6543987075,166348841,11/25/2017 17:18,11/25/2017 17:21,12:02:23 AM,71.207.22.85,Tooth.Hum,hum,tooth,2,2,3,4,8,8,7,4,8,8,8,5,9,10,9,1,6,1,143,0
6544085541,166348841,11/25/2017 21:01,11/25/2017 21:03,12:02:25 AM,192.136.218.189,Tooth.Hum,hum,tooth,1,1,5,4,8,9,8,4,6,6,5,5,8,10,9,3,3,1,145,1
6543986869,166348841,11/25/2017 17:18,11/25/2017 17:21,12:02:32 AM,100.14.100.62,Tooth.Hum,hum,tooth,5,2,7,4,8,8,8,4,8,8,8,5,8,8,8,3,3,1,152,1
6544010813,166348841,11/25/2017 18:12,11/25/2017 18:15,12:02:32 AM,97.91.96.236,Tooth.Hum,hum,tooth,2,2,3,4,8,8,8,4,6,7,6,5,9,9,9,3,3,1,152,1
6544010582,166348841,11/25/2017 18:12,11/25/2017 18:14,12:02:37 AM,65.24.232.64,Tooth.Hum,hum,tooth,5,2,3,4,9,8,8,4,9,9,9,5,10,9,9,1,3,1,157,1
6544009133,166348841,11/25/2017 18:09,11/25/2017 18:11,12:02:38 AM,99.100.237.177,Tooth.Hum,hum,tooth,4,2,4,4,8,7,7,4,6,6,7,5,7,7,7,2,2,1,158,0
6544021880,166348841,11/25/2017 18:37,11/25/2017 18:40,12:02:52 AM,73.242.53.176,Tooth.Hum,hum,tooth,2,2,7,4,8,10,9,4,9,9,9,5,9,9,10,1,4,1,172,0
6543986926,166348841,11/25/2017 17:18,11/25/2017 17:21,12:02:55 AM,68.105.234.66,Tooth.Hum,hum,tooth,2,2,3,4,8,10,8,4,7,9,8,5,10,8,9,3,4,1,175,0
6544021496,166348841,11/25/2017 18:36,11/25/2017 18:39,12:02:56 AM,216.250.15.24,Tooth.Hum,hum,tooth,2,1,5,4,8,8,9,4,8,8,9,5,9,9,7,4,3,1,176,1
6544016604,166348841,11/25/2017 18:25,11/25/2017 18:28,12:03:03 AM,50.38.94.64,Tooth.Hum,hum,tooth,1,2,3,4,8,8,8,4,9,9,9,5,9,9,9,1,3,1,183,1
6544008003,166348841,11/25/2017 18:06,11/25/2017 18:09,12:03:08 AM,24.242.223.150,Tooth.Hum,hum,tooth,3,2,5,4,8,8,5,4,7,7,5,5,8,8,5,3,3,1,188,1
6544012943,166348841,11/25/2017 18:17,11/25/2017 18:21,12:03:29 AM,131.103.138.24,Tooth.Hum,hum,tooth,6,2,3,4,8,7,7,4,8,7,7,5,9,7,7,3,5,1,209,0
6544012765,166348841,11/25/2017 18:17,11/25/2017 18:20,12:03:44 AM,71.90.212.236,Tooth.Hum,hum,tooth,4,2,4,4,8,8,8,4,8,8,8,5,8,9,9,4,3,1,224,1
6544086846,166348841,11/25/2017 21:04,11/25/2017 21:08,12:03:52 AM,24.47.101.45,Tooth.Hum,hum,tooth,3,2,3,4,8,7,7,4,8,8,7,5,7,8,7,2,3,1,232,1
6544013155,166348841,11/25/2017 18:18,11/25/2017 18:22,12:04:06 AM,98.219.237.88,Tooth.Hum,hum,tooth,4,2,2,4,8,8,7,4,8,8,5,5,9,9,9,4,3,1,246,1
6544084408,166348841,11/25/2017 20:58,11/25/2017 21:02,12:04:13 AM,24.139.51.71,Tooth.Hum,hum,tooth,4,1,6,4,8,9,8,4,8,7,6,5,8,8,6,3,3,1,253,1
6544008654,166348841,11/25/2017 18:07,11/25/2017 18:12,12:04:28 AM,184.20.49.231,Tooth.Hum,hum,tooth,3,1,5,4,6,7,7,4,7,5,6,5,6,7,7,3,3,1,268,1
6544024588,166348841,11/25/2017 18:44,11/25/2017 18:48,12:04:33 AM,173.48.36.105,Tooth.Hum,hum,tooth,4,2,5,4,7,7,5,4,8,8,5,5,8,8,5,4,3,1,273,1
6544084681,166348841,11/25/2017 20:59,11/25/2017 21:03,12:04:35 AM,68.174.207.183,Tooth.Hum,hum,tooth,2,1,3,4,7,6,6,4,6,6,6,5,7,8,8,3,3,1,275,1
6544020162,166348841,11/25/2017 18:33,11/25/2017 18:38,12:05:12 AM,208.54.36.137,Tooth.Hum,hum,tooth,2,2,3,4,9,7,8,4,8,9,10,5,8,6,5,3,3,1,312,1
6544020626,166348841,11/25/2017 18:34,11/25/2017 18:41,12:06:39 AM,142.129.9.56,Tooth.Hum,hum,tooth,3,2,7,4,6,6,7,4,7,8,6,5,8,7,5,4,5,1,399,0
6544084899,166348841,11/25/2017 20:59,11/25/2017 21:06,12:06:51 AM,47.136.215.67,Tooth.Hum,hum,tooth,3,1,7,4,9,7,8,4,7,7,7,5,8,7,7,3,3,1,411,1
6544009674,166348841,11/25/2017 18:10,11/25/2017 18:17,12:07:40 AM,97.124.90.186,Tooth.Hum,hum,tooth,2,1,3,2,6,5,6,3,5,7,7,5,5,7,7,2,3,1,460,1
